mA,V,time
580.4,4.464,1579039061.832753
579.7,4.464,1579039061.899514
581.8000000000001,4.464,1579039061.9650314
578.7,4.464,1579039062.0304978
581.0,4.464,1579039062.0960207
580.7,4.464,1579039062.1616194
579.4,4.464,1579039062.2284014
581.6,4.464,1579039062.2938075
579.2,4.464,1579039062.359408
581.0,4.464,1579039062.4250803
580.6,4.464,1579039062.490515
579.0,4.464,1579039062.5571108
581.6,4.464,1579039062.6229794
579.3000000000001,4.464,1579039062.6884232
580.4,4.464,1579039062.7538016
581.1,4.464,1579039062.8193674
578.8000000000001,4.464,1579039062.8851624
582.1,4.464,1579039062.9516575
579.5,4.464,1579039063.0171454
579.9,4.464,1579039063.0826967
580.9,4.464,1579039063.148439
578.6,4.464,1579039063.2149374
581.5,4.464,1579039063.2805839
579.9,4.464,1579039063.3460212
579.7,4.464,1579039063.411682
581.4,4.464,1579039063.4771814
579.1,4.464,1579039063.5437875
581.3000000000001,4.464,1579039063.6093645
580.0,4.464,1579039063.6750352
579.5,4.464,1579039063.7405329
581.5,4.464,1579039063.8060703
578.7,4.464,1579039063.872729
580.8000000000001,4.464,1579039063.9385214
580.8000000000001,4.464,1579039064.003848
579.2,4.464,1579039064.069401
581.4,4.464,1579039064.1352303
578.9,4.464,1579039064.2005503
580.6,4.464,1579039064.267096
580.5,4.464,1579039064.332729
579.4,4.464,1579039064.3985484
581.5,4.464,1579039064.4638543
579.2,4.464,1579039064.5305023
580.1,4.464,1579039064.596056
580.7,4.464,1579039064.6618755
578.7,4.464,1579039064.7272232
581.3000000000001,4.464,1579039064.7927265
579.4,4.464,1579039064.8584065
580.0,4.464,1579039064.9249988
581.4,4.464,1579039064.9905293
578.8000000000001,4.464,1579039065.05617
581.0,4.464,1579039065.1215954
580.2,4.464,1579039065.1871815
579.4,4.464,1579039065.2539
581.3000000000001,4.464,1579039065.3194103
578.6,4.464,1579039065.384942
581.0,4.464,1579039065.4506288
580.1,4.464,1579039065.5171065
579.2,4.464,1579039065.582752
581.5,4.464,1579039065.648523
578.9,4.464,1579039065.713859
580.4,4.464,1579039065.7794504
580.4,4.464,1579039065.8449454
579.0,4.464,1579039065.9117541
581.4,4.464,1579039065.977161
579.2,4.464,1579039066.0427032
580.3000000000001,4.464,1579039066.1084507
580.7,4.464,1579039066.1740215
579.0,4.464,1579039066.2405455
581.7,4.464,1579039066.3061152
579.7,4.464,1579039066.3716552
579.8000000000001,4.464,1579039066.437462
581.2,4.464,1579039066.5027564
578.8000000000001,4.464,1579039066.5694277
581.1,4.464,1579039066.6349843
579.6,4.464,1579039066.7009027
579.6,4.464,1579039066.766246
581.4,4.464,1579039066.8317256
578.5,4.464,1579039066.8983502
580.8000000000001,4.464,1579039066.9641259
580.0,4.464,1579039067.0293896
579.1,4.464,1579039067.0949254
581.5,4.464,1579039067.1606061
578.8000000000001,4.464,1579039067.2263296
580.7,4.464,1579039067.2928934
580.6,4.464,1579039067.3584905
578.9,4.464,1579039067.4238381
581.3000000000001,4.464,1579039067.4898782
579.2,4.464,1579039067.5552683
580.6,4.464,1579039067.6215873
580.8000000000001,4.464,1579039067.6871107
578.7,4.464,1579039067.7541966
581.3000000000001,4.464,1579039067.8185122
579.1,4.464,1579039067.8850133
580.0,4.464,1579039067.9505038
580.8000000000001,4.464,1579039068.0174472
578.5,4.464,1579039068.081831
581.3000000000001,4.464,1579039068.1471777
579.6,4.464,1579039068.2138445
579.9,4.464,1579039068.2794132
581.1,4.464,1579039068.3451004
578.4,4.464,1579039068.4105377
581.2,4.464,1579039068.4760683
579.8000000000001,4.464,1579039068.542725
579.5,4.464,1579039068.608616
581.3000000000001,4.464,1579039068.6738346
578.5,4.464,1579039068.7394118
580.5,4.464,1579039068.8049092
580.1,4.464,1579039068.8706748
579.2,4.464,1579039068.9371378
581.3000000000001,4.464,1579039069.0026984
578.8000000000001,4.464,1579039069.0683398
580.2,4.464,1579039069.1342533
580.5,4.464,1579039069.2005875
578.6,4.464,1579039069.2661695
581.2,4.464,1579039069.331608
579.0,4.464,1579039069.3971806
580.0,4.464,1579039069.4627447
580.9,4.464,1579039069.5294404
578.8000000000001,4.464,1579039069.5948884
581.3000000000001,4.464,1579039069.6606536
579.3000000000001,4.464,1579039069.726023
579.7,4.464,1579039069.7915854
581.0,4.464,1579039069.8584013
578.4,4.464,1579039069.9240668
581.2,4.464,1579039069.9894667
579.6,4.464,1579039070.0549102
579.3000000000001,4.464,1579039070.1204784
581.4,4.464,1579039070.1872282
578.6,4.464,1579039070.2528944
